"V1" "V2"
350 0.000487554307264228
351 0.000490042215905188
352 0.00048695531543878
353 0.00048483238939726
354 0.000502755818205577
355 0.000532643683177005
356 0.000543312874085066
357 0.000536992564595307
358 0.000534964477780078
359 0.000538399778920772
360 0.000547743823874776
361 0.000564634040927174
362 0.000577724419777723
363 0.000584311486305844
364 0.000589373812791592
365 0.000603483836358705
366 0.000614501828762645
367 0.000629523526914048
368 0.000640284622011557
369 0.000651732607033941
370 0.000656563562031823
371 0.000653573916325993
372 0.000655378774859181
373 0.000653549037823308
374 0.000662688734455938
375 0.000672260222060317
376 0.000683633359431423
377 0.000684559202613498
378 0.000690688895696729
379 0.000694998340423499
380 0.000709326670627257
381 0.000719652529575327
382 0.000727325416551109
383 0.000734718316544982
384 0.000734372173310492
385 0.000742956180078994
386 0.000753410946322727
387 0.000759222380386138
388 0.000772760856868207
389 0.000791310797166528
390 0.000804772925843802
391 0.000813245195648551
392 0.000817253868775355
393 0.000826582409670973
394 0.00083541486099155
395 0.00083997599780074
396 0.000854163430561313
397 0.000862199281175624
398 0.000864365269664979
399 0.000870106505255576
400 0.000876613419761319
401 0.000879862154528199
402 0.000887389574674989
403 0.000892088978797167
404 0.00089193126835924
405 0.000893948689324358
406 0.000896182298034963
407 0.000893233077018355
408 0.000897591182310913
409 0.000898629955462825
410 0.000905479320701337
411 0.000911466208980701
412 0.000916641702207713
413 0.000917023564588318
414 0.000923027120249338
415 0.000925620661341229
416 0.000932127235899285
417 0.000935974855054227
418 0.000942271060303091
419 0.000950949794533946
420 0.000960252573157435
421 0.000963459374492737
422 0.000973584758096192
423 0.000991011211449129
424 0.00100270244629491
425 0.00101877551993349
426 0.00102419770545443
427 0.00103913696100177
428 0.00104987834951871
429 0.00105323237302155
430 0.00106284921278049
431 0.00107439752470828
432 0.00108294333327076
433 0.00109292506263116
434 0.00109831018249259
435 0.00110540212554831
436 0.00111787350242065
437 0.00113443015662313
438 0.00114708130089058
439 0.00116209123196077
440 0.00117729894665014
441 0.00119342831358303
442 0.00121643323233937
443 0.00123688922662572
444 0.00125847118298827
445 0.00128834745497774
446 0.00131103875114677
447 0.00134625796066534
448 0.00137957581285301
449 0.00141363525515553
450 0.00145230117292396
451 0.00149316933268532
452 0.00153035059443054
453 0.00157252695971369
454 0.0016095064261016
455 0.00164727499868916
456 0.00168635199313335
457 0.00172155713991609
458 0.00175771774460654
459 0.00178901436503309
460 0.00182483766734997
461 0.00185475520480079
462 0.00188035289359866
463 0.00191118102278767
464 0.00194226613660783
465 0.001968984701165
466 0.00199839409724866
467 0.00202794596205886
468 0.00204893589106807
469 0.00208020414487585
470 0.00210264213609914
471 0.00212727357421496
472 0.00215371085861672
473 0.00217639241552021
474 0.00220162590262872
475 0.00222146610027853
476 0.00223974727361753
477 0.00226730826982027
478 0.00229062373318361
